0 56 0 0 0
1	180	-148	180	15
2	180	-148	179	15
3	180	-148	178	15
4	180	-148	177	15
5	180	-148	176	15
6	180	-148	175	15
7	180	-148	174	15
8	180	-148	173	15
9	180	-148	172	15
10	180	-148	171	15
11	180	-148	170	15
12	180	-148	169	15
13	180	-148	168	15
14	180	-148	167	15
15	180	-148	166	15
16	180	-148	165	15
17	180	-148	164	15
18	180	-148	163	15
19	180	-148	162	15
20	180	-148	161	15
21	180	-148	160	15
22	180	-148	159	15
23	180	-148	158	15
24	180	-148	157	15
25	180	-148	156	15
26	180	-148	155	15
27	180	-148	154	15
28	180	-148	153	15
29	180	-148	152	15
30	180	-148	151	15
31	180	-148	150	15
32	180	-148	149	15
33	180	-148	148	15
34	180	-148	147	15
35	180	-148	146	15
36	180	-148	145	15
37	180	-148	144	15
38	180	-148	143	15
39	180	-148	142	15
40	180	-148	141	15
41	180	-148	140	15
42	180	-148	139	15
43	180	-148	138	15
44	180	-148	137	15
45	180	-148	136	15
46	180	-148	135	15
47	180	-148	134	15
48	180	-148	133	15
49	180	-148	132	15
50	180	-148	131	15
51	180	-148	130	15
52	180	-148	129	15
53	180	-148	128	15
54	180	-148	127	15
55	180	-148	126	15
56	180	-148	125	15
