0 99 0 0 0
1	177	-145	185	30
2	177	-145	185	31
3	177	-145	185	32
4	176	-144	185	33
5	176	-144	185	34
6	176	-144	185	35
7	175	-143	185	36
8	174	-142	185	37
9	174	-142	185	38
10	174	-142	186	39
11	173	-141	186	40
12	173	-141	186	41
13	173	-141	186	42
14	172	-140	186	43
15	171	-139	186	44
16	171	-139	186	45
17	171	-139	186	46
18	170	-138	186	47
19	170	-138	187	48
20	170	-138	187	49
21	169	-137	187	50
22	168	-136	187	51
23	168	-136	187	52
24	168	-136	187	53
25	167	-135	187	54
26	167	-135	187	55
27	167	-135	187	56
28	166	-134	188	57
29	165	-133	188	58
30	165	-133	188	59
31	165	-133	188	60
32	164	-132	188	61
33	164	-132	188	62
34	164	-132	188	63
35	163	-131	188	64
36	162	-130	188	65
37	162	-130	189	66
38	162	-130	189	67
39	161	-129	189	68
40	161	-129	189	69
41	161	-129	189	70
42	160	-128	189	71
43	159	-127	189	72
44	159	-127	189	73
45	159	-127	189	74
46	158	-126	190	75
47	158	-126	190	76
48	158	-126	190	77
49	157	-125	190	78
50	156	-124	190	79
51	156	-124	190	80
52	156	-124	190	81
53	155	-123	190	82
54	155	-123	190	83
55	155	-123	191	84
56	154	-122	191	85
57	153	-121	191	86
58	153	-121	191	87
59	153	-121	191	88
60	152	-120	191	89
61	152	-120	191	90
62	152	-120	191	91
63	151	-119	191	92
64	150	-118	192	93
65	150	-118	192	94
66	150	-118	192	95
67	149	-117	192	96
68	149	-117	192	97
69	149	-117	192	98
70	148	-116	192	99
71	147	-115	192	100
72	147	-115	192	101
73	147	-115	193	102
74	146	-114	193	103
75	146	-114	193	104
76	146	-114	193	105
77	145	-113	193	106
78	144	-112	193	107
79	144	-112	193	108
80	144	-112	193	109
81	143	-111	193	110
82	143	-111	194	111
83	143	-111	194	112
84	142	-110	194	113
85	141	-109	194	114
86	141	-109	194	115
87	141	-109	194	116
88	140	-108	194	117
89	140	-108	194	118
90	140	-108	194	119
91	139	-107	195	120
92	138	-106	195	121
93	138	-106	195	122
94	138	-106	195	123
95	137	-105	195	124
96	137	-105	195	125
97	137	-105	195	126
98	137	-105	195	127
99	137	-105	195	128
